Line_ID,habitat,site,item,year,date.deployed,time.deployed,date.collected,time.collected,number.deployed,number.recovered,detachment.1hr,detachment.24hr,prop.1hr,prop.24hr,lat,long
20171008CB002,fore reef,Tobacco Reef,thalassia,2017,20171008,NA,20171009,1617,20,20,NA,20,NA,1,,
20171008CB002,fore reef,Tobacco Reef,sargassum,2017,20171008,NA,20171009,1617,20,20,NA,2,NA,0.1,,
20171008CB002,fore reef,Tobacco Reef,halimeda,2017,20171008,NA,20171009,1617,20,20,NA,1,NA,0.05,,
20171008CB002,fore reef,Tobacco Reef,dictyota,2017,20171008,NA,20171009,1617,20,20,NA,2,NA,0.1,,
20171008CB002,fore reef,Tobacco Reef,acanthophora,2017,20171008,NA,20171009,1617,20,20,NA,20,NA,1,,
20171001CB002,patch reef,House Reef,thalassia,2017,20171001,NA,20171002,945,20,20,NA,20,NA,1,,
20171001CB002,patch reef,House Reef,sargassum,2017,20171001,NA,20171002,945,20,20,NA,16,NA,0.8,,
20171001CB002,patch reef,House Reef,halimeda,2017,20171001,NA,20171002,945,20,20,NA,0,NA,0,,
20171001CB002,patch reef,House Reef,dictyota,2017,20171001,NA,20171002,945,20,20,NA,17,NA,0.85,,
20171001CB002,patch reef,House Reef,acanthophora,2017,20171001,NA,20171002,945,20,20,NA,19,NA,0.95,,
20170928CB002,mangrove,Tobacco Mangrove,thalassia,2017,20170928,1020,20170929,923,20,20,0,0,0,0,,
20170928CB002,mangrove,Tobacco Mangrove,sargassum,2017,20170928,1020,20170929,923,20,20,0,0,0,0,,
20170928CB002,mangrove,Tobacco Mangrove,halimeda,2017,20170928,1020,20170929,923,20,20,0,0,0,0,,
20170928CB002,mangrove,Tobacco Mangrove,dictyota,2017,20170928,1020,20170929,923,20,20,0,1,0,0.05,,
20170928CB002,mangrove,Tobacco Mangrove,acanthophora,2017,20170928,1020,20170929,923,20,20,0,11,0,0.55,,
20171002CB001,mangrove,Blueground Mangrove,thalassia,2017,20171002,950,20171003,950,20,20,0,3,0,0.15,,
20171002CB001,mangrove,Blueground Mangrove,sargassum,2017,20171002,950,20171003,950,20,20,0,1,0,0.05,,
20171002CB001,mangrove,Blueground Mangrove,halimeda,2017,20171002,950,20171003,950,20,20,0,0,0,0,,
20171002CB001,mangrove,Blueground Mangrove,dictyota,2017,20171002,950,20171003,950,20,20,0,0,0,0,,
20171002CB001,mangrove,Blueground Mangrove,acanthophora,2017,20171002,950,20171003,950,20,20,0,3,0,0.15,,
20170930CB003,mangrove,Twin Cays Mangrove,thalassia,2017,20170930,1000,20171001,849,20,20,0,0,0,0,,
20170930CB003,mangrove,Twin Cays Mangrove,sargassum,2017,20170930,1000,20171001,849,20,20,0,0,0,0,,
20170930CB003,mangrove,Twin Cays Mangrove,halimeda,2017,20170930,1000,20171001,849,20,20,0,0,0,0,,
20170930CB003,mangrove,Twin Cays Mangrove,dictyota,2017,20170930,1000,20171001,849,20,20,0,0,0,0,,
20170930CB003,mangrove,Twin Cays Mangrove,acanthophora,2017,20170930,1000,20171001,849,20,20,0,0,0,0,,
20171006CB002,fore reef,South Reef,thalassia,2017,20171006,NA,20171007,NA,20,19,NA,18,NA,0.947368421,,
20171006CB002,fore reef,South Reef,sargassum,2017,20171006,NA,20171007,NA,20,19,NA,7,NA,0.368421053,,
20171006CB002,fore reef,South Reef,halimeda,2017,20171006,NA,20171007,NA,20,19,NA,1,NA,0.052631579,,
20171006CB002,fore reef,South Reef,dictyota,2017,20171006,NA,20171007,NA,20,19,NA,2,NA,0.105263158,,
20171006CB002,fore reef,South Reef,acanthophora,2017,20171006,NA,20171007,NA,20,19,NA,18,NA,0.947368421,,
20171009CB001,patch reef,Curlew Patch Reef,thalassia,2017,20171009,NA,20171010,1424,20,20,NA,0,NA,0,,
20171009CB001,patch reef,Curlew Patch Reef,sargassum,2017,20171009,NA,20171010,1424,20,20,NA,0,NA,0,,
20171009CB001,patch reef,Curlew Patch Reef,halimeda,2017,20171009,NA,20171010,1424,20,20,NA,0,NA,0,,
20171009CB001,patch reef,Curlew Patch Reef,dictyota,2017,20171009,NA,20171010,1424,20,20,NA,0,NA,0,,
20171009CB001,patch reef,Curlew Patch Reef,acanthophora,2017,20171009,NA,20171010,1424,20,20,NA,20,NA,1,,
