SpID,TAXONOMIC_NAME,Family,Class,CURRENT_SPECIES_NAME,CURRENT_TAXONOMIC_NAME,MaxLength,Trophic Level,Trophic group,Water column,Diel Activity,Habitat
3049,Chromis lepidolepis,Pomacentridae,Actinopterygii,Chromis lepidolepis,Chromis lepidolepis,9,3.4,Planktivore,Demersal,Day,coral
4189,Chromis limbata,Pomacentridae,Actinopterygii,Chromis limbata,Chromis limbata,12,3.4,Planktivore,Demersal,Day,rock
6505,Chromis limbaughi,Pomacentridae,Actinopterygii,Chromis limbaughi,Chromis limbaughi,10.5,,Planktivore,benthic,,
3737,Chromis lineata,Pomacentridae,Actinopterygii,Chromis lineata,Chromis lineata,7,3,Planktivore,Demersal,Day,coral
131,Chromis margaritifer,Pomacentridae,Actinopterygii,Chromis margaritifer,Chromis margaritifer,9,3,Planktivore,Demersal,Day,coral
4190,Chromis multilineata,Pomacentridae,Actinopterygii,Chromis multilineata,Chromis multilineata,20,3,Planktivore,Demersal,Day,coral
4191,Chromis nigrura,Pomacentridae,Actinopterygii,Chromis nigrura,Chromis nigrura,6,3.4,Planktivore,Demersal,Day,coral
651,Chromis nitida,Pomacentridae,Actinopterygii,Chromis nitida,Chromis nitida,7,2.7,Planktivore,Demersal,Day,coral
4858,Chromis notata,Pomacentridae,Actinopterygii,Chromis notata,Chromis notata,17,3.4,Planktivore,Demersal,Day,coral
4192,Chromis opercularis,Pomacentridae,Actinopterygii,Chromis opercularis,Chromis opercularis,16,2.7,Planktivore,Demersal,Day,coral
5401,Chromis ovalis,Pomacentridae,Actinopterygii,Chromis ovalis,Chromis ovalis,15,3.1,Planktivore,Demersal,Day,coral
5853,Chromis pamae,Pomacentridae,Actinopterygii,Chromis pamae,Chromis pamae,10.4,3.4,Planktivore,Demersal,Day,coral
6544,Chromis pelloura,Pomacentridae,Actinopterygii,Chromis pelloura,Chromis pelloura,14,,Planktivore,benthic,,
4193,Chromis pembae,Pomacentridae,Actinopterygii,Chromis pembae,Chromis pembae,13,2.7,Planktivore,Demersal,Day,coral
4194,Chromis punctipinnis,Pomacentridae,Actinopterygii,Chromis punctipinnis,Chromis punctipinnis,25,2.7,Planktivore,Demersal,Day,rock
5418,Chromis randalli,Pomacentridae,Actinopterygii,Chromis randalli,Chromis randalli,13,3,Planktivore,Demersal,Day,coral
3050,Chromis retrofasciata,Pomacentridae,Actinopterygii,Chromis retrofasciata,Chromis retrofasciata,4,2.7,Planktivore,Demersal,Day,coral
4195,Chromis scotochiloptera,Pomacentridae,Actinopterygii,Chromis scotochiloptera,Chromis scotochiloptera,16,3.4,Planktivore,Demersal,Day,coral
4196,Chromis scotti,Pomacentridae,Actinopterygii,Chromis scotti,Chromis scotti,10,3.4,Planktivore,Demersal,Day,coral
3297,Chromis spp.,Pomacentridae,Actinopterygii,Chromis spp.,Chromis spp.,,,Planktivore,Demersal,Day,coral
#N/A,Chromis spp.,Pomacentridae,Actinopterygii,Chromis sp. [fumea],Chromis spp.,8,,planktivore,Demersal,Day,coral
#N/A,Chromis spp.,Pomacentridae,Actinopterygii,Chromis sp. [PNG yellow pec],Chromis spp.,8,,planktivore,Demersal,Day,coral
#N/A,Chromis spp.,#N/A,#N/A,Chromis sp. [acares],Chromis spp.,,,,benthic,,
3051,Chromis ternatensis,Pomacentridae,Actinopterygii,Chromis ternatensis,Chromis ternatensis,10,3.4,Planktivore,Demersal,Day,coral
3052,Chromis vanderbilti,Pomacentridae,Actinopterygii,Chromis vanderbilti,Chromis vanderbilti,4.5,3.2,Planktivore,Demersal,Day,coral
1528,Chromis viridis,Pomacentridae,Actinopterygii,Chromis viridis,Chromis viridis,8,2.5,Planktivore,Demersal,Day,coral
1213,Chromis weberi,Pomacentridae,Actinopterygii,Chromis weberi,Chromis weberi,13.5,3.4,Planktivore,Demersal,Day,coral
578,Chromis westaustralis,Pomacentridae,Actinopterygii,Chromis westaustralis,Chromis westaustralis,8.5,2.7,Planktivore,Demersal,Day,rock
3053,Chromis xanthochira,Pomacentridae,Actinopterygii,Chromis xanthochira,Chromis xanthochira,14,2.7,Planktivore,Demersal,Day,coral
3054,Chromis xanthura,Pomacentridae,Actinopterygii,Chromis xanthura,Chromis xanthura,15,3.4,Planktivore,Demersal,Day,coral
5375,Chromis xutha,Pomacentridae,Actinopterygii,Chromis xutha,Chromis xutha,7,3,Planktivore,Demersal,Day,coral
2107,Chromodoris africana,Chromodorididae,Gastropoda,Chromodoris africana,Chromodoris africana,7.5,,Benthic invertivore,benthic,,
6610,Chromodoris alternata,Chromodorididae,Gastropoda,Chromodoris alternata,Chromodoris alternata,,,Benthic invertivore,benthic,,
#N/A,Chromodoris ambiguus,Chromodorididae,Gastropoda,Chromodoris ambiguus,Chromodoris ambiguus,2,,Benthic invertivore,benthic,,
6196,Chromodoris annae,Chromodorididae,Gastropoda,Chromodoris annae,Chromodoris annae,,,Benthic invertivore,benthic,,
#N/A,Chromodoris coi,Chromodorididae,Gastropoda,Chromodoris coi,Chromodoris coi,1,,Benthic invertivore,benthic,,
#N/A,Chromodoris daphne,Chromodorididae,Gastropoda,Chromodoris daphne,Chromodoris daphne,2,,Benthic invertivore,benthic,,
3538,Chromodoris elisabethina,Chromodorididae,Gastropoda,Chromodoris elisabethina,Chromodoris elisabethina,3,,Benthic invertivore,benthic,,
#N/A,Chromodoris epicuria,Chromodorididae,Gastropoda,Chromodoris epicuria,Chromodoris epicuria,5,,Benthic invertivore,benthic,,
#N/A,Chromodoris geometrica,Chromodorididae,Gastropoda,Chromodoris geometrica,Chromodoris geometrica,1,,Benthic invertivore,benthic,,
4197,Chromodoris hamiltoni,Chromodorididae,Gastropoda,Chromodoris hamiltoni,Chromodoris hamiltoni,3.5,,Benthic invertivore,benthic,,
1967,Chromodoris kuiteri,Chromodorididae,Gastropoda,Chromodoris kuiteri,Chromodoris kuiteri,5,,Benthic invertivore,benthic,,
3648,Chromodoris lochi,Chromodorididae,Gastropoda,Chromodoris lochi,Chromodoris lochi,3.5,,Benthic invertivore,benthic,,
3539,Chromodoris magnifica,Chromodorididae,Gastropoda,Chromodoris magnifica,Chromodoris magnifica,9,,Benthic invertivore,benthic,,
6547,Chromodoris quadricolor,Chromodorididae,Gastropoda,Chromodoris quadricolor,Chromodoris quadricolor,,,Benthic invertivore,benthic,,
7255,Chromodoris splendida,Chromodorididae,Gastropoda,Goniobranchus splendidus,Goniobranchus splendidus,4.9,,Benthic invertivore,benthic,,
3298,Chromodoris spp.,Chromodorididae,Gastropoda,Chromodoris spp.,Chromodoris spp.,,,Benthic invertivore,benthic,,
#N/A,Chromodoris spp.,Chromodorididae,Gastropoda,Chromodoris sp. [reticulata Richard Willan],Chromodoris spp.,,,Benthic invertivore,benthic,,
5730,Chromodoris spp.,Chromodorididae,Gastropoda,Chromodoris sp. [africana],Chromodoris spp.,,,Benthic invertivore,benthic,,
#N/A,Chromodoris spp.,Chromodorididae,Gastropoda,Chromodoris sp. [leopardius cf],Chromodoris spp.,,,Benthic invertivore,benthic,,
#N/A,Chromodoris spp.,Chromodorididae,Gastropoda,Chromodoris sp. [purple lines],Chromodoris spp.,,,Benthic invertivore,benthic,,
5973,Chromodoris spp.,Chromodorididae,Gastropoda,Chromodoris sp. [blue lined],Chromodoris spp.,,,Benthic invertivore,benthic,,
3540,Chromodoris striatella,Chromodorididae,Gastropoda,Chromodoris striatella,Chromodoris striatella,6,,Benthic invertivore,benthic,,
5753,Chromodoris strigata,Chromodorididae,Gastropoda,Chromodoris strigata,Chromodoris strigata,,,Benthic invertivore,benthic,,
#N/A,Chromodoris tasmaniensis,Chromodorididae,Gastropoda,Chromodoris tasmaniensis,Chromodoris tasmaniensis,5,,Benthic invertivore,benthic,,
2676,Chromodoris thompsoni,Chromodorididae,Gastropoda,Chromodoris thompsoni,Chromodoris thompsoni,,,Benthic invertivore,benthic,,
#N/A,Chromodoris tinctoria,Chromodorididae,Gastropoda,Chromodoris tinctoria,Chromodoris tinctoria,6,,Benthic invertivore,benthic,,
696,Chromodoris westraliensis,Chromodorididae,Gastropoda,Chromodoris westraliensis,Chromodoris westraliensis,6,,Benthic invertivore,benthic,,
6353,Chromodoris willani,Chromodorididae,Gastropoda,Chromodoris willani,Chromodoris willani,,,Benthic invertivore,benthic,,
6017,Chrysaora pacifica,Pelagiidae,Scyphozoa,Chrysaora pacifica,Chrysaora pacifica,,,planktivore,pelagic non-site attached,Night,
3396,Chrysaora spp.,Pelagiidae,Scyphozoa,Chrysaora spp.,Chrysaora spp.,,,planktivore,pelagic non-site attached,Night,
5812,Chrysiptera biocellata,Pomacentridae,Actinopterygii,Chrysiptera biocellata,Chrysiptera biocellata,12.5,2,Algal farmer,Demersal,Day,coral
6701,Chrysiptera bleekeri,Pomacentridae,Actinopterygii,Chrysiptera bleekeri,Chrysiptera bleekeri,8,,Planktivore,benthic,,
4198,Chrysiptera brownriggii,Pomacentridae,Actinopterygii,Chrysiptera brownriggii,Chrysiptera brownriggii,8,2.7,Algal farmer,Demersal,Day,coral
6913,Chrysiptera caesifrons,Pomacentridae,Actinopterygii,Chrysiptera caesifrons,Chrysiptera caesifrons,7,2.5,Browsing herbivore,Demersal,,
3055,Chrysiptera cyanea,Pomacentridae,Actinopterygii,Chrysiptera cyanea,Chrysiptera cyanea,8.5,2.5,Omnivore,Demersal,Day,coral
543,Chrysiptera flavipinnis,Pomacentridae,Actinopterygii,Chrysiptera flavipinnis,Chrysiptera flavipinnis,8,2.7,Omnivore,Demersal,Day,coral
6035,Chrysiptera galba,Pomacentridae,Actinopterygii,Chrysiptera galba,Chrysiptera galba,7,2.7,Browsing herbivore,Demersal,Day,coral
3056,Chrysiptera glauca,Pomacentridae,Actinopterygii,Chrysiptera glauca,Chrysiptera glauca,10,2.4,Omnivore,Demersal,Day,coral
6386,Chrysiptera hemicyanea,Pomacentridae,Actinopterygii,Chrysiptera hemicyanea,Chrysiptera hemicyanea,7.9375,2.653981894,Planktivore,Demersal,Day,Coral
1531,Chrysiptera notialis,Pomacentridae,Actinopterygii,Chrysiptera notialis,Chrysiptera notialis,9,2.7,Omnivore,Demersal,Day,coral
6722,Chrysiptera oxycephala,Pomacentridae,Actinopterygii,Chrysiptera oxycephala,Chrysiptera oxycephala,9,,Planktivore,benthic,,
6203,Chrysiptera parasema,Pomacanthidae,Actinopterygii,Chrysiptera parasema,Chrysiptera parasema,7,3.4,Omnivore,Demersal,Day,coral
5556,Chrysiptera rapanui,Pomacentridae,Actinopterygii,Chrysiptera rapanui,Chrysiptera rapanui,5.5,2.7,Omnivore,Demersal,Day,coral
3738,Chrysiptera rex,Pomacentridae,Actinopterygii,Chrysiptera rex,Chrysiptera rex,7,2.5,Omnivore,Demersal,Day,coral
3057,Chrysiptera rollandi,Pomacentridae,Actinopterygii,Chrysiptera rollandi,Chrysiptera rollandi,7.5,2.7,Omnivore,Demersal,Day,coral
3299,Chrysiptera spp.,Pomacentridae,Actinopterygii,Chrysiptera spp.,Chrysiptera spp.,,,Omnivore,Demersal,Day,coral
#N/A,Chrysiptera spp.,Pomacentridae,Actinopterygii,Chrysiptera sp. [CI],Chrysiptera spp.,8,,Omnivore,Demersal,Day,coral
5971,Chrysiptera spp.,Pomacentridae,Actinopterygii,Chrysiptera brownriggii [dark form],Chrysiptera spp.,8,,Omnivore,Demersal,Day,coral
#N/A,Chrysiptera spp.,Pomacentridae,Actinopterygii,Chrysiptera sp. [1],Chrysiptera spp.,8,,Omnivore,Demersal,Day,coral
6699,Chrysiptera springeri,Pomacentridae,Actinopterygii,Chrysiptera springeri,Chrysiptera springeri,5.5,,Planktivore,benthic,,
3739,Chrysiptera starcki,Pomacentridae,Actinopterygii,Chrysiptera starcki,Chrysiptera starcki,7,2.8,Omnivore,Demersal,Day,coral
3058,Chrysiptera talboti,Pomacentridae,Actinopterygii,Chrysiptera talboti,Chrysiptera talboti,6,2.8,Omnivore,Demersal,Day,coral
3740,Chrysiptera taupou,Pomacentridae,Actinopterygii,Chrysiptera taupou,Chrysiptera taupou,8,2.7,Omnivore,Demersal,Day,coral
6679,Chrysiptera traceyi,Pomacentridae,Actinopterygii,Chrysiptera traceyi,Chrysiptera traceyi,5,,Planktivore,benthic,,
5813,Chrysiptera tricincta,Pomacentridae,Actinopterygii,Chrysiptera tricincta,Chrysiptera tricincta,6,2.7,Omnivore,Demersal,Day,coral
6108,Chrysiptera unimaculata,Pomacentridae,Actinopterygii,Chrysiptera unimaculata,Chrysiptera unimaculata,10,2.1,Browsing herbivore,Demersal,Day,coral
5322,Chrysoblephus laticeps,Sparidae,Actinopterygii,Chrysoblephus laticeps,Chrysoblephus laticeps,50,3.8,Benthic invertivore,Demersal,Day,rock
1713,Chrysophrys auratus,Sparidae,Actinopterygii,Pagrus auratus,Pagrus auratus,130,3.3,Benthic invertivore,Demersal,Day,rock
3918,Cidarid spp.,Cidaridae,Echinoidea,Cidarid spp.,Cidarid spp.,,,Scraping herbivore,benthic,,
5284,Ciliopagurus strigatus,Diogenidae,Malacostraca,Ciliopagurus strigatus,Ciliopagurus strigatus,4,,omnivore,benthic,,
2773,Cinetorhynchus hendersoni,Rhynchocinetidae,Malacostraca,Cinetorhynchus hendersoni,Cinetorhynchus hendersoni,6,,Benthic invertivore,benthic,,
5312,Cinetorhynchus rigens,Rhynchocinetidae,Malacostraca,Cinetorhynchus rigens,Cinetorhynchus rigens,,,Benthic invertivore,benthic,,
7160,Cirrhilabrus beauperryi,Labridae,Actinopterygii,Cirrhilabrus beauperryi,Cirrhilabrus beauperryi,10,,Planktivore,benthic,,
5305,Cirrhilabrus cyanopleura,Labridae,Actinopterygii,Cirrhilabrus cyanopleura,Cirrhilabrus cyanopleura,15,3.4,Benthic invertivore,Demersal,Day,coral
3104,Cirrhilabrus exquisitus,Labridae,Actinopterygii,Cirrhilabrus exquisitus,Cirrhilabrus exquisitus,12,3.4,Benthic invertivore,Demersal,Day,coral
6713,Cirrhilabrus flavidorsalis,Labridae,Actinopterygii,Cirrhilabrus flavidorsalis,Cirrhilabrus flavidorsalis,6.5,,Planktivore,benthic,,
4199,Cirrhilabrus katherinae,Labridae,Actinopterygii,Cirrhilabrus katherinae,Cirrhilabrus katherinae,7.1,3.3,Benthic invertivore,Demersal,Day,coral
6125,Cirrhilabrus laboutei,Labridae,Actinopterygii,Cirrhilabrus laboutei,Cirrhilabrus laboutei,12,3.4,Benthic invertivore,Demersal,Day,coral
6134,Cirrhilabrus lineatus,Labridae,Actinopterygii,Cirrhilabrus lineatus,Cirrhilabrus lineatus,12,3.4,Benthic invertivore,Demersal,Day,coral
3105,Cirrhilabrus punctatus,Labridae,Actinopterygii,Cirrhilabrus punctatus,Cirrhilabrus punctatus,13,3.4,Benthic invertivore,Demersal,Day,coral
6406,Cirrhilabrus randalli,Labridae,Actinopterygii,Cirrhilabrus randalli,Cirrhilabrus randalli,11.2,3.381818182,Planktivore,pelagic site attached,Day,Coral
3759,Cirrhilabrus scottorum,Labridae,Actinopterygii,Cirrhilabrus scottorum,Cirrhilabrus scottorum,13,3.4,Benthic invertivore,Demersal,Day,coral
4200,Cirrhilabrus solorensis,Labridae,Actinopterygii,Cirrhilabrus solorensis,Cirrhilabrus solorensis,11,3.4,Benthic invertivore,Demersal,Day,coral
3300,Cirrhilabrus spp.,Labridae,Actinopterygii,Cirrhilabrus spp.,Cirrhilabrus spp.,,3.4,Benthic invertivore,Demersal,Day,coral
6373,Cirrhilabrus spp.,Labridae,Actinopterygii,Cirrhilabrus ?scottorum,Cirrhilabrus spp.,,,Planktivore,benthic,,
1533,Cirrhilabrus temminckii,Labridae,Actinopterygii,Cirrhilabrus temminckii,Cirrhilabrus temminckii,9.9,3.4,Benthic invertivore,Demersal,Day,coral
6211,Cirrhilabrus walindi,Labridae,Actinopterygii,Cirrhilabrus walindi,Cirrhilabrus walindi,7,3.3,Benthic invertivore,Demersal,Day,coral
647,Cirrhitichthys aprinus,Cirrhitidae,Actinopterygii,Cirrhitichthys aprinus,Cirrhitichthys aprinus,13,3.5,Benthic invertivore,benthic,Day,coral
1914,Cirrhitichthys falco,Cirrhitidae,Actinopterygii,Cirrhitichthys falco,Cirrhitichthys falco,7,4,Benthic invertivore,benthic,Day,coral
1534,Cirrhitichthys oxycephalus,Cirrhitidae,Actinopterygii,Cirrhitichthys oxycephalus,Cirrhitichthys oxycephalus,10,4,Benthic invertivore,benthic,Day,coral
3301,Cirrhitichthys spp.,Cirrhitidae,Actinopterygii,Cirrhitichthys spp.,Cirrhitichthys spp.,,,Benthic invertivore,benthic,Day,coral
3422,Cirrhitid spp.,Cirrhitidae,Actinopterygii,Cirrhitid spp.,Cirrhitid spp.,,,Benthic invertivore,benthic,Day,coral
5454,Cirrhitops fasciatus,Cirrhitidae,Actinopterygii,Cirrhitops fasciatus,Cirrhitops fasciatus,12.7,3.6,Benthic invertivore,benthic,Day,coral
5841,Cirrhitops hubbardi,Cirrhitidae,Actinopterygii,Cirrhitops hubbardi,Cirrhitops hubbardi,25,4,Benthic invertivore,benthic,Day,coral
3751,Cirrhitus pinnulatus,Cirrhitidae,Actinopterygii,Cirrhitus pinnulatus,Cirrhitus pinnulatus,30,3.6,Benthic invertivore,benthic,Day,coral
4201,Cirrhitus rivulatus,Cirrhitidae,Actinopterygii,Cirrhitus rivulatus,Cirrhitus rivulatus,60,4,Benthic invertivore,benthic,Day,coral
1536,Cirripectes alboapicalis,Blenniidae,Actinopterygii,Cirripectes alboapicalis,Cirripectes alboapicalis,12.3,2,Browsing herbivore,benthic,Day,coral
6247,Cirripectes alboapicalis,Blenniidae,Actinopterygii,Cirripectes alboapicalis [green form],Cirripectes alboapicalis,12.3,2,Browsing herbivore,benthic,Day,rock
3168,Cirripectes alleni,Blenniidae,Actinopterygii,Cirripectes alleni,Cirripectes alleni,6.5,2,Omnivore,benthic,Day,coral
5439,Cirripectes auritus,Blenniidae,Actinopterygii,Cirripectes auritus,Cirripectes auritus,9,2,Browsing herbivore,benthic,Day,coral
3772,Cirripectes castaneus,Blenniidae,Actinopterygii,Cirripectes castaneus,Cirripectes castaneus,12.5,2,Browsing herbivore,benthic,Day,coral
1537,Cirripectes chelomatus,Blenniidae,Actinopterygii,Cirripectes chelomatus,Cirripectes chelomatus,12,2,Browsing herbivore,benthic,Day,coral
3149,Cirripectes filamentosus,Blenniidae,Actinopterygii,Cirripectes filamentosus,Cirripectes filamentosus,9,2,Browsing herbivore,benthic,Day,coral
5845,Cirripectes fuscoguttatus,Blenniidae,Actinopterygii,Cirripectes fuscoguttatus,Cirripectes fuscoguttatus,15,2,Browsing herbivore,benthic,Day,coral
1214,Cirripectes hutchinsi,Blenniidae,Actinopterygii,Cirripectes hutchinsi,Cirripectes hutchinsi,10.6,2,Browsing herbivore,benthic,Day,rock
3773,Cirripectes polyzona,Blenniidae,Actinopterygii,Cirripectes polyzona,Cirripectes polyzona,13,2.8,Browsing herbivore,benthic,Day,coral
1019,Cirripectes spp.,Blenniidae,Actinopterygii,Cirripectes spp.,Cirripectes spp.,,2,Browsing herbivore,benthic,Day,coral
#N/A,Cirripectes spp.,Blenniidae,Actinopterygii,Cirripectes sp. [springeri],Cirripectes spp.,8,,Omnivore,benthic,Day,coral
6451,Cirripectes spp.,Blenniidae,Actinopterygii,Cirripectes ?variolosus,Cirripectes spp.,,,Browsing herbivore,benthic,,
6651,Cirripectes spp.,Blenniidae,Actinopterygii,Cirripectes sp. [dark eye],Cirripectes spp.,,,Browsing herbivore,benthic,,
#N/A,Cirripectes spp.,#N/A,#N/A,Cirripectes sp. [black stripe],Cirripectes spp.,,,,benthic,,
4202,Cirripectes springeri,Blenniidae,Actinopterygii,Cirripectes springeri,Cirripectes springeri,10,2,Browsing herbivore,benthic,Day,coral
3150,Cirripectes stigmaticus,Blenniidae,Actinopterygii,Cirripectes stigmaticus,Cirripectes stigmaticus,13,2,Browsing herbivore,benthic,Day,coral
5542,Cirripectes vanderbilti,Blenniidae,Actinopterygii,Cirripectes vanderbilti,Cirripectes vanderbilti,10,2,Browsing herbivore,benthic,Day,coral
4203,Cirripectes variolosus,Blenniidae,Actinopterygii,Cirripectes variolosus,Cirripectes variolosus,10,2,Browsing herbivore,benthic,Day,coral
3653,Cistina columbiae,Ophidiasteridae,Asteroidea,Cistina columbiae,Cistina columbiae,7,,Benthic invertivore,benthic,,
4204,Citharichthys stigmaeus,Paralichthyidae,Actinopterygii,Citharichthys stigmaeus,Citharichthys stigmaeus,17,3.4,Benthic invertivore,benthic,Night,sand
5324,Cladodactyla crocea,Cucumariidae,Holothuroidea,Cladodactyla crocea,Cladodactyla crocea,,,omnivore,benthic,,
2745,Cladolabes perspicillum,Sclerodactylidae,Holothuroidea,Cladolabes perspicillum,Cladolabes perspicillum,20,,omnivore,benthic,,
2746,Cladolabes schmeltzii,Sclerodactylidae,Holothuroidea,Cladolabes schmeltzii,Cladolabes schmeltzii,7.7,,omnivore,benthic,,
6969,Clanculus clangulus,Trochidae,Gastropoda,Clanculus clangulus,Clanculus clangulus,,,Browsing herbivore,benthic,,
600,Clanculus undatus,Trochidae,Gastropoda,Clanculus undatus,Clanculus undatus,3.1,,Scraping herbivore,benthic,,
2358,Clarkcoma pulchra,Ophiocomidae,Ophiuroidea,Clarkcoma pulchra,Clarkcoma pulchra,14,,omnivore,benthic,,
7013,Clarkcomanthus comanthipinna,Comatulidae,Crinoidea,Clarkcomanthus comanthipinna,Clarkcomanthus comanthipinna,,,Planktivore,benthic,,
7012,Clarkcomanthus littoralis,Comatulidae,Crinoidea,Clarkcomanthus littoralis,Clarkcomanthus littoralis,24,,Planktivore,benthic,,
7014,Clarkcomanthus luteofuscum,Comatulidae,Crinoidea,Clarkcomanthus luteofuscum,Clarkcomanthus luteofuscum,18,,Planktivore,benthic,,
1042,Cleidopus gloriamaris,Monocentridae,Actinopterygii,Cleidopus gloriamaris,Cleidopus gloriamaris,28,3.6,Benthic invertivore,Demersal,Night,rock
4205,Clepticus parrae,Labridae,Actinopterygii,Clepticus parrae,Clepticus parrae,30,3.3,Planktivore,Demersal,Day,coral
4206,Clibanarius aequabilis,Diogenidae,Malacostraca,Clibanarius aequabilis,Clibanarius aequabilis,,,omnivore,benthic,,
6378,Clibanarius seurati,Diogenidae,Malacostraca,Clibanarius seurati,Clibanarius seurati,,,Benthic invertivore,benthic,,
148,Clinid spp.,Clinidae,Actinopterygii,Clinid spp.,Clinid spp.,,3.5,Benthic invertivore,benthic,Day,rock
5782,Clinus spp.,Clinidae,Actinopterygii,Clinus spp.,Clinus spp.,,3.5,Benthic invertivore,benthic,Day,rock
5499,Clinus superciliosus,Clinidae,Actinopterygii,Clinus superciliosus,Clinus superciliosus,30,3.4,Benthic invertivore,benthic,Day,rock
5539,Clinus venustris,Clinidae,Actinopterygii,Clinus venustris,Clinus venustris,12,3.3,Benthic invertivore,benthic,Day,rock
1538,Clupeid spp.,Clupeidae,Actinopterygii,Clupeid spp.,Clupeid spp.,,3.3,Planktivore,pelagic non-site attached,Day,coral
1538,Clupeidae,Clupeidae,Actinopterygii,Clupeid spp.,Clupeidae,,3.3,Planktivore,pelagic non-site attached,Day,coral
3468,Clupeiformes spp.,(blank),Actinopterygii,Clupeiformes spp.,Clupeiformes spp.,,3.4,Planktivore,pelagic site attached,Day,sand
2740,Clypeaster australasiae,Clypeasteridae,Echinoidea,Clypeaster australasiae,Clypeaster australasiae,15,,omnivore,benthic,,
4207,Clypeaster japonicus,Clypeasteridae,Echinoidea,Clypeaster japonicus,Clypeaster japonicus,,,omnivore,benthic,,
3920,Clypeasterid spp.,Clypeasteridae,Echinoidea,Clypeasterid spp.,Clypeasterid spp.,,,omnivore,benthic,,
7135,Clypeomorus batillariaeformis,Cerithiidae,Gastropoda,Clypeomorus batillariaeformis,Clypeomorus batillariaeformis,,,Benthic invertivore,benthic,,
7136,Clypeomorus bifasciata,Cerithiidae,Gastropoda,Clypeomorus bifasciata,Clypeomorus bifasciata,3,,Benthic invertivore,benthic,,
178,Cnidoglanis macrocephalus,Plotosidae,Actinopterygii,Cnidoglanis macrocephalus,Cnidoglanis macrocephalus,91,2.8,Benthic invertivore,Demersal,Night,rock
5763,Coccotropsis gymnoderma,Scorpaenidae,Actinopterygii,Coccotropsis gymnoderma,Coccotropsis gymnoderma,4,3.1,Benthic invertivore,benthic,Day,rock
473,Cochleoceps bicolor,Gobiesocidae,Actinopterygii,Cochleoceps bicolor,Cochleoceps bicolor,7,3.3,Benthic invertivore,benthic,Day,rock
1539,Cochleoceps orientalis,Gobiesocidae,Actinopterygii,Cochleoceps orientalis,Cochleoceps orientalis,5.5,3.2,Benthic invertivore,benthic,Day,rock
1997,Cochleoceps spp.,Gobiesocidae,Actinopterygii,Cochleoceps spp.,Cochleoceps spp.,,,Benthic invertivore,benthic,Day,rock
5189,Codakia rugifera,Lucinidae,Bivalvia,Codakia rugifera,Codakia rugifera,,,suspension feeders,benthic,,
2705,Colobometra perspinosa,Colobometridae,Crinoidea,Colobometra perspinosa,Colobometra perspinosa,46,,suspension feeders,benthic,,
5691,Colobometra spp.,Colobometridae,Crinoidea,Colobometra spp.,Colobometra spp.,,,suspension feeders,benthic,,
6415,Colobometra spp.,Colobometridae,Crinoidea,Colobometra perspinosa?,Colobometra spp.,,,Planktivore,benthic,,
2747,Colochirus quadrangularis,Cucumariidae,Holothuroidea,Colochirus quadrangularis,Colochirus quadrangularis,13,,omnivore,benthic,,
6751,Colochirus robustus,Cucumariidae,Holothuroidea,Colochirus robustus,Colochirus robustus,6,,Omnivore,benthic,,
6771,Colochirus spp.,Cucumariidae,Holothuroidea,Colochirus spp.,Colochirus spp.,,,Omnivore,benthic,,
4208,Columbella adansoni,Columbellidae,Gastropoda,Columbella adansoni,Columbella adansoni,1.5,,Benthic invertivore,benthic,,
7050,Columbella mercatoria,Columbellidae,Gastropoda,Columbella mercatoria,Columbella mercatoria,,,Browsing herbivore,benthic,,
6820,Columbella rustica,Columbellidae,Gastropoda,Columbella rustica,Columbella rustica,,,Browsing herbivore,benthic,,
6717,Comanthus alternans,Comasteridae,Crinoidea,Comanthus alternans,Comanthus alternans,30,,Planktivore,benthic,,
5725,Comanthus briareus,Comasteridae,Crinoidea,Comanthus briareus,Comanthus briareus,,,suspension feeders,benthic,,
3841,Comanthus mirabilis,Comasteridae,Crinoidea,Comanthus mirabilis,Comanthus mirabilis,19,,suspension feeders,benthic,,
4209,Comanthus novaezealandiae,Comasteridae,Crinoidea,Comanthus novaezealandiae,Comanthus novaezealandiae,,,suspension feeders,benthic,,
3842,Comanthus parvicirrus,Comasteridae,Crinoidea,Comanthus parvicirrus,Comanthus parvicirrus,20,,suspension feeders,benthic,,
1540,Comanthus spp.,Comasteridae,Crinoidea,Comanthus spp.,Comanthus spp.,,,suspension feeders,benthic,,
5621,Comanthus spp.,Comasteridae,Crinoidea,Oxycomanthus solaster,Oxycomanthus solaster,1,,suspension feeders,benthic,,
#N/A,Comanthus spp.,Comasteridae,Crinoidea,Comanthus sp. [3 Unid - all black],Comanthus spp.,1,,suspension feeders,benthic,,
#N/A,Comanthus spp.,Comasteridae,Crinoidea,Comanthus sp. [1 Unid - yellow stem with sparse black pinnae],Comanthus spp.,1,,suspension feeders,benthic,,
#N/A,Comanthus spp.,Comasteridae,Crinoidea,Comanthus sp. [black/grey],Comanthus spp.,1,,suspension feeders,benthic,,
#N/A,Comanthus spp.,Comasteridae,Crinoidea,Comanthus sp. [orange],Comanthus spp.,1,,suspension feeders,benthic,,
#N/A,Comanthus spp.,Comasteridae,Crinoidea,Comanthus sp. [parvicirrus cf],Comanthus spp.,1,,suspension feeders,benthic,,
#N/A,Comanthus spp.,Comasteridae,Crinoidea,Comanthus sp. [Thick brown pinnae],Comanthus spp.,1,,suspension feeders,benthic,,
